id, d, s,c,score,,,
2200,7.18E+08,0.088,2.15E+07,-0.999104479,,,
2220,4.53E+08,0.087,1.89E+07,-0.998257963,,,
2240,9.28E+08,0.091,3.19E+07,-0.998817722,,,
2260,5.89E+08,0.089,1.81E+07,-0.999054841,,,
2280,6.36E+08,0.091,2.63E+07,-0.998289063,,,
2300,8.21E+08,0.087,3.32E+07,-0.998364118,,,
2320,6.40E+08,0.097,2.21E+07,-0.998809437,,,
2340,5.98E+08,0.088,2.96E+07,-0.997549117,,,
2360,6.29E+08,0.09,2.00E+07,-0.998990325,,,
2380,5.56E+08,0.107,1.27E+07,-0.999477976,,,
2400,7.87E+08,0.089,1.62E+07,-0.999576715,,,
2420,8.37E+08,0.095,3.85E+07,-0.997884806,,,
2440,6.96E+08,0.09,2.69E+07,-0.998506143,,,
2460,8.01E+08,0.097,2.27E+07,-0.999196045,,,
2480,8.11E+08,0.091,3.54E+07,-0.998095447,,,
2500,7.70E+08,0.089,3.42E+07,-0.998027129,,,
2520,1.02E+09,0.092,2.32E+07,-0.999484707,,,
2540,6.22E+08,0.087,2.09E+07,-0.998871207,,,
2560,8.67E+08,0.088,1.90E+07,-0.999520053,,,
2580,8.71E+08,0.103,6.09E+07,-0.995107684,,,
2600,7.32E+08,0.089,2.12E+07,-0.999160723,,,
2620,8.68E+08,0.09,3.11E+07,-0.998716528,,,
2640,5.42E+08,0.087,4.66E+07,-0.992603378,,,
2660,8.53E+08,0.094,3.63E+07,-0.998190799,,,
2680,6.74E+08,0.087,3.72E+07,-0.996953264,,,
2700,8.34E+08,0.091,3.91E+07,-0.997801918,,,
2720,7.63E+08,0.09,2.55E+07,-0.998882837,,,
2740,7.04E+08,0.086,3.53E+07,-0.997486843,,,
2760,8.86E+08,0.109,5.52E+07,-0.996118965,,,
2780,7.44E+08,0.088,5.42E+07,-0.994691505,,,
2800,8.38E+08,0.091,2.06E+07,-0.999395388,,,
2820,6.77E+08,0.089,2.27E+07,-0.998875662,,,
2840,6.49E+08,0.088,3.41E+07,-0.99723968,,,
2860,1.22E+09,0.09,5.83E+07,-0.997705801,,,
2880,8.48E+08,0.088,2.98E+07,-0.998763945,,,
2900,8.03E+08,0.091,2.94E+07,-0.998660366,,,
2920,6.44E+08,0.087,3.68E+07,-0.9967319,,,
2940,7.20E+08,0.091,5.11E+07,-0.994966914,,,
2960,9.51E+08,0.088,4.60E+07,-0.99765914,,,
2980,7.45E+08,0.088,3.49E+07,-0.99780579,,,
3000,4.71E+08,0.089,4.16E+07,-0.992193267,,,
3020,6.57E+08,0.088,6.28E+07,-0.990860432,,,
3040,1.07E+09,0.088,3.89E+07,-0.998686604,,,
3060,6.04E+08,0.088,4.71E+07,-0.993923359,,,
3080,1.01E+09,0.089,3.20E+07,-0.998992293,,,
3100,1.01E+09,0.092,4.79E+07,-0.997733675,,,
3120,9.31E+08,0.085,5.27E+07,-0.99679326,,,
3140,1.27E+09,0.09,6.57E+07,-0.99731606,,,
3160,1.30E+09,0.09,3.98E+07,-0.99906939,,,
3180,1.02E+09,0.087,5.96E+07,-0.996596889,,,
3200,9.70E+08,0.099,5.10E+07,-0.997236111,,,
3220,6.43E+08,0.091,4.73E+07,-0.994597048,,,
3240,8.75E+08,0.09,3.49E+07,-0.998409428,,,
3260,8.49E+08,0.087,6.34E+07,-0.994421554,,,
3280,9.91E+08,0.086,4.67E+07,-0.997781052,,,
3300,1.06E+09,0.088,6.09E+07,-0.996697221,,,
3320,8.01E+08,0.089,4.72E+07,-0.996524499,,,
3340,8.39E+08,0.093,4.82E+07,-0.996697866,,,
3360,1.21E+09,0.087,4.41E+07,-0.998677148,,,
3380,8.97E+08,0.088,4.76E+07,-0.99718139,,,
3400,9.33E+08,0.09,4.56E+07,-0.997613007,,,
3420,9.86E+08,0.088,3.13E+07,-0.998991536,,,
