id, d, s,c,score,,,
930,1.01E+07,0.012,2506073.812,-0.938959837,,,
940,1.14E+07,0.013,1791559.453,-0.975444825,,,
950,1.40E+07,0.014,2851771.978,-0.95844095,,,
960,1.23E+07,0.013,2244049.361,-0.966834682,,,
970,8311862.371,0.015,1951695.446,-0.944864996,,,
980,1.31E+07,0.014,3006522.626,-0.947273208,,,
990,1.34E+07,0.014,4179213.766,-0.902627816,,,
1000,1.57E+07,0.014,2680367.522,-0.970819783,,,
1001,1.15E+09,0.091,6980325.459,-0.999963164,,,
1020,1.12E+09,0.094,8486804.91,-0.999942904,,,
1040,1.04E+09,0.093,6286661.537,-0.999963493,,,
1060,1.42E+09,0.096,1.24E+07,-0.999923334,,,
1080,7.82E+08,0.097,5977299.86,-0.999941529,,,
1100,1.35E+09,0.094,8866485.637,-0.999956549,,,
1120,9.35E+08,0.09,9181844.075,-0.999903535,,,
1140,8.52E+08,0.095,6507533.802,-0.999941618,,,
1160,1.19E+09,0.093,1.36E+07,-0.999868761,,,
1180,9.18E+08,0.098,5060466.117,-0.999969624,,,
1200,9.97E+08,0.096,7375648.495,-0.999945296,,,
1220,1.43E+09,0.093,1.18E+07,-0.999931578,,,
1240,1.07E+09,0.092,1.06E+07,-0.999901484,,,
1260,1.14E+09,0.096,1.58E+07,-0.999809441,,,
1280,1.00E+09,0.099,3981796.839,-0.999984273,,,
1300,8.17E+08,0.098,9659310.184,-0.999860082,,,
1320,1.32E+09,0.093,1.05E+07,-0.999937071,,,
1340,1.18E+09,0.099,1.51E+07,-0.999835296,,,
1360,1.03E+09,0.094,8658899.244,-0.999929796,,,
1380,9.97E+08,0.105,9403196.361,-0.999911067,,,
1400,1.55E+09,0.09,1.28E+07,-0.999932183,,,
1420,7.72E+08,0.091,1.01E+07,-0.999828892,,,
1440,8.66E+08,0.096,9378419.03,-0.999882832,,,
1460,1.49E+09,0.089,1.23E+07,-0.999931966,,,
1480,1.41E+09,0.096,8117617.141,-0.99996676,,,
1500,1.40E+09,0.095,1.63E+07,-0.999864113,,,
1520,1.52E+09,0.092,8816856.109,-0.999966408,,,
1540,1.19E+09,0.095,8093298.636,-0.999953535,,,
1560,1.72E+09,0.096,2.18E+07,-0.999839684,,,
1580,1.07E+09,0.092,2.08E+07,-0.999624255,,,
1600,1.55E+09,0.095,1.11E+07,-0.999948739,,,
1620,1.13E+09,0.095,1.03E+07,-0.999916819,,,
1640,1.39E+09,0.092,1.06E+07,-0.999942016,,,
1660,1.69E+09,0.092,3.27E+07,-0.999625652,,,
1680,1.51E+09,0.09,1.19E+07,-0.999937825,,,
1700,1.24E+09,0.091,2.03E+07,-0.999732888,,,
1720,1.15E+09,0.09,1.16E+07,-0.999898045,,,
