id, d, s,c,score,,,
930,1.21E+07,0.015,2506073.812,-0.957176626,,,
940,9826980.84,0.015,1791559.453,-0.966762968,,,
950,1.40E+07,0.015,2851771.978,-0.958328125,,,
960,1.13E+07,0.015,2244049.361,-0.96039491,,,
970,1.35E+07,0.015,1951695.446,-0.979199747,,,
980,1.40E+07,0.014,3006522.626,-0.953766655,,,
990,1.25E+07,0.014,4179213.766,-0.888082587,,,
1000,1.49E+07,0.014,2680367.522,-0.96760751,,,
1001,1.05E+09,0.097,6980325.459,-0.999955569,,,
1020,1.00E+09,0.101,8486804.91,-0.999928381,,,
1040,1.11E+09,0.096,6286661.537,-0.999967733,,,
1060,1.29E+09,0.095,1.24E+07,-0.999907801,,,
1080,7.52E+08,0.096,5977299.86,-0.999936779,,,
1100,1.20E+09,0.1,8866485.637,-0.999945463,,,
1120,1.29E+09,0.096,9181844.075,-0.999949114,,,
1140,8.22E+08,0.1,6507533.802,-0.999937299,,,
1160,1.70E+09,0.093,1.36E+07,-0.999935856,,,
1180,8.11E+08,0.101,5060466.117,-0.999961054,,,
1200,8.83E+08,0.101,7375648.495,-0.999930257,,,
1220,1.10E+09,0.094,1.18E+07,-0.999885809,,,
1240,1.18E+09,0.097,1.06E+07,-0.999919072,,,
1260,9.90E+08,0.095,1.58E+07,-0.999745508,,,
1280,8.37E+08,0.099,3981796.839,-0.999977391,,,
1300,1.03E+09,0.1,9659310.184,-0.999912616,,,
1320,1.41E+09,0.095,1.05E+07,-0.99994492,,,
1340,9.35E+08,0.119,1.51E+07,-0.999739046,,,
1360,1.02E+09,0.097,8658899.244,-0.999927695,,,
1380,1.14E+09,0.099,9403196.361,-0.999931652,,,
1400,1.29E+09,0.093,1.28E+07,-0.999900891,,,
1420,9.53E+08,0.096,1.01E+07,-0.999887601,,,
1440,9.28E+08,0.123,9378419.03,-0.999897925,,,
1460,1.57E+09,0.095,1.23E+07,-0.999938839,,,
1480,1.42E+09,0.094,8117617.141,-0.999967387,,,
1500,1.59E+09,0.094,1.63E+07,-0.999894886,,,
1520,1.24E+09,0.095,8816856.109,-0.999949417,,,
1540,1.09E+09,0.1,8093298.636,-0.999945267,,,
1560,2.02E+09,0.095,2.18E+07,-0.999883172,,,
1580,1.24E+09,0.096,2.08E+07,-0.999719529,,,
1600,1.28E+09,0.096,1.11E+07,-0.999924975,,,
1620,1.52E+09,0.097,1.03E+07,-0.999954163,,,
1640,1.55E+09,0.094,1.06E+07,-0.999953468,,,
1660,1.41E+09,0.091,3.27E+07,-0.999460977,,,
1680,1.90E+09,0.095,1.19E+07,-0.999960716,,,
1700,1.37E+09,0.094,2.03E+07,-0.999779108,,,
1720,1.04E+09,0.095,1.16E+07,-0.999876237,,,
1740,1.78E+09,0.088,2.72E+07,-0.99976586,,,
1760,1.18E+09,0.094,2.53E+07,-0.999541598,,,
1780,1.53E+09,0.094,1.53E+07,-0.999899737,,,
1800,2.07E+09,0.092,1.50E+07,-0.999947398,,,
1820,1.30E+09,0.097,1.20E+07,-0.999915112,,,
1840,1.87E+09,0.118,1.78E+07,-0.999909743,,,
1860,1.51E+09,0.094,9408373.242,-0.999961272,,,
1880,1.67E+09,0.092,4.16E+07,-0.999380869,,,
1900,1.43E+09,0.096,2.06E+07,-0.999792523,,,
1920,1.36E+09,0.093,1.46E+07,-0.999885428,,,
1940,1.83E+09,0.093,2.37E+07,-0.999832561,,,
1960,1.20E+09,0.095,1.55E+07,-0.99983404,,,
1980,1.74E+09,0.092,3.22E+07,-0.999658267,,,
2000,1.54E+09,0.095,3.51E+07,-0.999483351,,,
2020,1.83E+09,0.09,1.65E+07,-0.999918729,,,
2040,1.37E+09,0.091,3.51E+07,-0.999342692,,,
2060,2.19E+09,0.093,2.32E+07,-0.999887848,,,
2080,2.36E+09,0.091,4.19E+07,-0.999685567,,,
2100,1.98E+09,0.093,2.52E+07,-0.999838334,,,
