id, d, s,c,score,,,
950,1.31E+07,0.013,2851771.978,-0.952894461,,,
960,1.01E+07,0.014,2244049.361,-0.95022493,,,
970,5431988.375,0.014,1951695.446,-0.870905888,,,
980,9996413.765,0.014,3006522.626,-0.909543349,,,
990,9292341.272,0.014,4179213.766,-0.797726556,,,
1000,9545571.334,0.014,2680367.522,-0.921153061,,,
1001,4.51E+08,0.091,6980325.459,-0.999760924,,,
1020,4.68E+08,0.097,8486804.91,-0.999671456,,,
1040,2.74E+08,0.091,6286661.537,-0.999473766,,,
1060,4.33E+08,0.099,1.24E+07,-0.99918027,,,
1080,2.01E+08,0.095,5977299.86,-0.999112645,,,
1100,3.64E+08,0.096,8866485.637,-0.999407554,,,
1120,2.08E+08,0.088,9181844.075,-0.998044572,,,
1140,3.44E+08,0.124,6507533.802,-0.999642053,,,
1160,6.14E+08,0.092,1.36E+07,-0.999508746,,,
1180,2.41E+08,0.094,5060466.117,-0.99955895,,,
1200,3.76E+08,0.096,7375648.495,-0.999614192,,,
1220,4.78E+08,0.095,1.18E+07,-0.999389909,,,
1240,1.94E+08,0.095,1.06E+07,-0.997000186,,,
1260,5.36E+08,0.09,1.58E+07,-0.999132619,,,
1280,3.77E+08,0.104,3981796.839,-0.999888342,,,
1300,4.08E+08,0.098,9659310.184,-0.999439164,,,
1320,5.88E+08,0.089,1.05E+07,-0.999680619,,,
1340,3.59E+08,0.092,1.51E+07,-0.998227139,,,
1360,4.57E+08,0.094,8658899.244,-0.999640377,,,
1380,4.27E+08,0.094,9403196.361,-0.999515354,,,
1400,6.04E+08,0.091,1.28E+07,-0.999550326,,,
1420,5.32E+08,0.091,1.01E+07,-0.999639489,,,
1440,3.66E+08,0.097,9378419.03,-0.999344335,,,
1460,6.61E+08,0.091,1.23E+07,-0.999653489,,,
1480,5.06E+08,0.092,8117617.141,-0.999742182,,,
1500,7.54E+08,0.09,1.63E+07,-0.99953295,,,
1520,3.58E+08,0.092,8816856.109,-0.999394091,,,
1540,3.59E+08,0.095,8093298.636,-0.999490627,,,
1560,8.66E+08,0.089,2.18E+07,-0.999366242,,,
1580,5.28E+08,0.097,2.08E+07,-0.998445557,,,
1600,5.52E+08,0.097,1.11E+07,-0.999595617,,,
1620,4.81E+08,0.092,1.03E+07,-0.999541062,,,
1640,5.86E+08,0.09,1.06E+07,-0.999672558,,,
