id, d, s,c,score,,,
3660,8.74E+08,0.092,6.49E+07,-0.994483101,,,
3680,9.74E+08,0.094,5.25E+07,-0.997094975,,,
3700,1.08E+09,0.094,6.14E+07,-0.996752035,,,
3720,7.56E+08,0.098,7.19E+07,-0.990954892,,,
3740,1.45E+09,0.089,6.37E+07,-0.99807692,,,
3760,8.35E+08,0.095,8.32E+07,-0.990080634,,,
3780,1.40E+09,0.09,5.03E+07,-0.998713092,,,
3800,1.20E+09,0.091,7.26E+07,-0.996356044,,,
3820,1.40E+09,0.095,5.63E+07,-0.998392049,,,
3840,1.49E+09,0.091,4.24E+07,-0.999185881,,,
3860,1.03E+09,0.095,7.94E+07,-0.994075959,,,
3880,9.33E+08,0.092,6.97E+07,-0.994423607,,,
3900,1.31E+09,0.096,5.93E+07,-0.997965119,,,
3920,1.04E+09,0.092,5.74E+07,-0.996945533,,,
3940,1.01E+09,0.089,6.37E+07,-0.996015419,,,
3960,7.91E+08,0.092,7.35E+07,-0.991375187,,,
3980,1.02E+09,0.094,6.04E+07,-0.996506497,,,
4000,5.81E+08,0.094,8.58E+07,-0.978206452,,,
4020,1.59E+09,0.091,7.43E+07,-0.997808776,,,
4040,1.13E+09,0.087,8.43E+07,-0.994474857,,,
4060,8.66E+08,0.094,6.12E+07,-0.995007785,,,
4080,9.78E+08,0.091,7.96E+07,-0.99337008,,,
4100,8.56E+08,0.093,5.54E+07,-0.995814567,,,
4120,9.76E+08,0.092,8.67E+07,-0.992104134,,,
4140,1.10E+09,0.091,7.88E+07,-0.994880791,,,
4160,7.07E+08,0.096,6.87E+07,-0.990558009,,,
4180,1.22E+09,0.088,6.92E+07,-0.996791613,,,
4200,2.34E+08,0.099,7.74E+07,-0.890422487,,,
4220,9.42E+08,0.092,8.55E+07,-0.991770422,,,
4240,1.21E+09,0.091,6.78E+07,-0.996835096,,,
4260,1.27E+09,0.092,5.73E+07,-0.997961147,,,
4280,1.09E+09,0.092,7.91E+07,-0.994775203,,,
4300,1.05E+09,0.094,6.89E+07,-0.995703357,,,
4320,5.15E+08,0.094,8.71E+07,-0.971340714,,,
4340,9.96E+08,0.102,6.30E+07,-0.995996647,,,
4360,1.32E+09,0.094,7.80E+07,-0.996501028,,,
4380,1.56E+09,0.089,5.77E+07,-0.998638257,,,
4400,7.42E+08,0.094,7.48E+07,-0.989826537,,,
4420,9.97E+08,0.092,7.03E+07,-0.995028316,,,
4440,1.12E+09,0.092,7.82E+07,-0.995163609,,,
4460,1.04E+09,0.092,8.47E+07,-0.993338772,,,
4480,8.33E+08,0.091,6.56E+07,-0.993797308,,,
4500,6.64E+08,0.092,8.54E+07,-0.983446019,,,
4520,1.18E+09,0.089,6.81E+07,-0.996663584,,,
4540,1.09E+09,0.093,8.79E+07,-0.993512096,,,
4560,1.16E+09,0.09,9.48E+07,-0.993314669,,,
4580,9.76E+08,0.095,7.74E+07,-0.993712855,,,
4600,6.53E+08,0.099,6.01E+07,-0.991529094,,,
4620,9.28E+08,0.091,7.22E+07,-0.99394072,,,
4640,9.14E+08,0.096,1.08E+08,-0.986046224,,,
4660,1.07E+09,0.092,6.92E+07,-0.995803031,,,
4680,9.31E+08,0.09,8.19E+07,-0.992261529,,,
4700,1.52E+09,0.095,7.12E+07,-0.997811943,,,
4720,1.42E+09,0.091,5.79E+07,-0.998334239,,,
4740,1.06E+09,0.093,8.67E+07,-0.993297441,,,
4760,1.22E+09,0.092,7.84E+07,-0.995888631,,,
4780,7.05E+08,0.093,9.41E+07,-0.982164632,,,
4800,1.27E+09,0.094,7.71E+07,-0.996330089,,,
4820,1.13E+09,0.09,1.03E+08,-0.991753527,,,
4840,1.01E+09,0.089,9.25E+07,-0.991535269,,,
4860,1.55E+09,0.092,6.46E+07,-0.998255426,,,
4880,3.61E+08,0.094,7.68E+07,-0.954697765,,,
4900,1.27E+09,0.095,7.49E+07,-0.99651905,,,
4920,1.20E+09,0.092,7.55E+07,-0.996042631,,Score:,
4940,1.00E+09,0.093,7.34E+07,-0.994665157,,-214.5449981,
4960,8.42E+08,0.094,8.52E+07,-0.989771055,,,
4980,1.27E+09,0.091,8.40E+07,-0.995593516,,Total time:,
5000,8.20E+08,0.092,1.29E+08,-0.975228801,,20.654,seconds
,,,,,,0.344233333,minutes
